Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,15,0.5,0.5,0.5484910770603152
75% Corpus,17,0.5,0.5,0.5511042275594801
75% Corpus,19,0.5,0.5,0.5558715077111249
75% Corpus,21,0.5,0.5,0.5578562583879486
75% Corpus,23,0.5,0.5,0.5512141513111637
100% Corpus,15,0.5,0.5,0.5168094113842518
100% Corpus,17,0.5,0.5,0.5256422117022682
100% Corpus,19,0.5,0.5,0.5286843707915936
100% Corpus,21,0.5,0.5,0.5324045845923651
100% Corpus,23,0.5,0.5,0.5327559552918468
