,0
2104,19580995
2105,19577868
2106,19535679
2107,19531646
2108,19523421
2109,19505388
2110,19419671
2111,19403635
2112,19387614
2113,19386420
2114,19364381
2115,19302829
2116,19299312
2117,19246319
2118,19237607
2119,19237580
2120,19234482
2121,19176282
2122,19168209
2123,19124036
2124,19121153
2125,19118791
2126,19095029
2127,19079606
2128,19073976
2129,19011679
2130,19011260
2131,19010571
2132,18979086
2133,18978177
2134,18977522
2135,18958158
2136,18955382
2137,18848761
2138,18837867
2139,18823228
2140,18823210
2141,18823209
2142,18805492
2143,18804988
2144,18803247
2145,18799362
2146,18797306
2147,18797097
2148,18779964
2149,18774241
2150,18680634
2151,18680623
2152,18645246
2153,18640378
2154,18607381
2155,18603383
2156,18602824
2157,18596959
2158,18579196
2159,18575815
2160,18550349
2161,18494967
2162,18479939
2163,18450954
2164,18450120
2165,18441530
2166,18435723
2167,18424594
2168,18410231
2169,18377694
2170,18336952
2171,18328929
2172,18314377
2173,18279899
2174,18261569
2175,18248661
2176,18200818
2177,18181551
2178,18178894
2179,18175066
2180,18165536
2181,18158671
2182,18077067
2183,18058480
2184,18045719
2185,18025317
2186,18005926
2187,17973851
2188,17966179
2189,17961625
2190,17905358
2191,17899458
2192,17878445
2193,17876372
2194,17826826
2195,17786707
2196,17786056
2197,17729055
2198,17713338
2199,17704380
2200,17697099
2201,17636438
2202,17627092
2203,17595032
2204,17574457
2205,17545089
2206,17544767
2207,17514187
2208,17502270
2209,17499515
2210,17497337
2211,17495094
2212,17495090
2213,17464770
2214,17451718
2215,17374460
2216,17373178
2217,17341006
2218,17333388
2219,17332474
2220,17297171
2221,17269556
2222,17258887
2223,17257877
2224,17237123
2225,17222813
2226,17209056
2227,17189268
2228,17188438
2229,17174746
2230,17134501
2231,17121970
2232,17097079
2233,17082914
2234,17064455
2235,17056272
2236,17032791
2237,17030069
2238,17027065
2239,17012161
2240,17006433
2241,16990149
2242,16987866
2243,16956824
2244,16948169
2245,16932337
2246,16924025
2247,16904754
2248,16870364
2249,16867142
2250,16860500
2251,16839610
2252,16820562
2253,16806748
2254,16792287
2255,16778608
2256,16764851
2257,16713428
2258,16642371
2259,16623228
2260,16563489
2261,16556417
2262,16513616
2263,16455415
2264,16445264
2265,16425235
2266,16423507
2267,16413710
2268,16410646
2269,16391480
2270,16364750
2271,16339084
2272,16338198
2273,16319211
2274,16280454
2275,16280177
2276,16277693
2277,16261201
2278,16230654
2279,16195124
2280,16177808
2281,16162141
2282,16151461
2283,16098552
2284,16050187
2285,15981865
2286,15971275
2287,15943687
2288,15896695
2289,15864872
2290,15844840
2291,15800559
2292,15799902
2293,15773280
2294,15760069
2295,15753530
2296,15727827
2297,15718041
2298,15690983
2299,15670403
2300,15668336
2301,15651658
2302,15617670
2303,15572585
2304,15549689
2305,15531889
2306,15527668
2307,15507312
2308,15484922
2309,15484442
2310,15462141
2311,15450533
2312,15309453
2313,15309442
2314,15306713
2315,15207399
2316,15189292
2317,15145998
2318,15121264
2319,15102335
2320,15086765
2321,15077551
2322,15070667
2323,15056484
2324,15030604
2325,15023507
2326,15011788
2327,14766592
2328,14743716
2329,14633186
2330,14624403
2331,14607616
2332,14564483
2333,12972792
2334,12950989
2335,12939003
2336,12856872
2337,12764372
2338,12745375
2339,12716249
2340,12663712
2341,12617339
2342,12602466
2343,12568274
2344,12490770
2345,12476503
2346,12434720
2347,12398840
2348,12396296
2349,12372942
2350,12200354
2351,12198603
2352,12182358
2353,12131566
2354,12116891
2355,11816440
2356,11806988
2357,11730166
2358,11724447
2359,11699726
2360,11696113
2361,11600250
2362,11590899
2363,11576459
2364,11575820
2365,11568040
2366,11527067
2367,11527062
2368,11488367
2369,11350019
2370,11330244
2371,19753703
2372,11254756
2373,11249779
2374,11249778
2375,11249777
2376,11249776
2377,11249763
2378,11249762
2379,11249761
2380,11249760
2381,11249749
2382,11249748
2383,11249747
2384,11249737
2385,11249725
2386,11249677
2387,11249672
2388,11249671
2389,11249647
2390,11249645
2391,11249644
2392,11249643
2393,11249642
2394,11249630
2395,11249629
2396,11201870
2397,11165103
2398,11023930
2399,11001106
2400,10969448
2401,10847306
2402,10713866
2403,10702519
2404,20681149
2405,10568224
2406,10546653
2407,10546412
2408,10534005
2409,10506424
2410,10471653
2411,10427133
2412,10390287
2413,10212041
2414,9930560
2415,9868761
2416,9840297
2417,9745994
2418,9712233
2419,9593648
2420,9593539
2421,9585236
2422,9579811
2423,9568324
2424,9227184
2425,9226574
2426,9140398
2427,9107573
2428,9177894
2429,8998184
2430,9451796
2431,9267853
2432,8655996
2433,8665574
2434,8627059
2435,8705294
2436,8685081
2437,8747157
2438,8834816
2439,8634219
2440,7766149
2441,8711214
2442,7930194
2443,8002462
2444,8091395
2445,8198509
2446,7883084
2447,8368743
2448,1596903
2449,1525928
2450,1525927
2451,1426662
2452,2265308
2453,2406003
2454,1366496
2455,2701730
2456,3308393
2457,3329537
